-50.00000000	-0.00002700	0.00335790	-0.00804074
-45.00000000	-0.00002700	-0.00562190	0.00480265
-40.00000000	-0.00004700	0.00155760	-0.03017463
-35.00000000	-0.00006700	-0.00323557	0.02070735
-30.00000000	-0.00007700	-0.00309287	0.02489600
-25.00000000	-0.00007700	-0.00360687	0.02134817
-20.00000000	-0.00011033	0.00434220	-0.02540955
-15.00000000	-0.00012700	0.00193197	-0.06573612
-10.00000000	-0.00012700	0.00140967	-0.09009222
-5.00000000	-0.00013367	0.00105833	-0.12629921
0.00000000	-0.00014700	-0.00319670	0.04598492
5.00000000	-0.00014033	0.00060527	-0.23185373
10.00000000	0.00000300	-0.00409850	-0.00073198
15.00000000	-0.00007367	-0.00177127	0.04158982
20.00000000	-0.00002700	0.00135447	-0.01993405
25.00000000	-0.00001700	-0.00237700	0.00715187
30.00000000	-0.00002700	-0.00030280	0.08916777
35.00000000	-0.00002700	-0.00366287	0.00737128
40.00000000	-0.00002700	-0.00418053	0.00645851
45.00000000	-0.00004700	-0.00499707	0.00940552
50.00000000	-0.00007700	0.00267897	-0.02874243
50.00000000	-0.00007700	0.00359090	-0.02144309
45.00000000	-0.00007700	-0.00360237	0.02137484
40.00000000	-0.00007700	-0.00567083	0.01357825
35.00000000	-0.00009367	-0.00518933	0.01804985
30.00000000	-0.00011033	-0.00207513	0.05316927
25.00000000	-0.00012700	-0.00413780	0.03069264
20.00000000	-0.00013367	-0.00547243	0.02442545
15.00000000	-0.00014700	-0.00364187	0.04036392
10.00000000	-0.00014700	0.00413447	-0.03555477
5.00000000	-0.00014700	0.00390307	-0.03766269
0.00000000	-0.00014700	-0.00286287	0.05134713
-5.00000000	-0.00029033	-0.00043027	0.67477533
-10.00000000	-0.00032700	-0.00287287	0.11382359
-15.00000000	-0.00032700	-0.00601553	0.05435927
-20.00000000	-0.00032700	-0.00372557	0.08777188
-25.00000000	-0.00032700	0.00046347	-0.70555236
-30.00000000	-0.00032700	-0.00381783	0.08565067
-35.00000000	-0.00032700	-0.00250183	0.13070415
-40.00000000	-0.00034367	0.00339957	-0.10109132
-45.00000000	-0.00032700	0.00391297	-0.08356831
-50.00000000	-0.00032700	-0.00083373	0.39221174
