-300.00000000	0.00000900	-0.00021438	-0.04198088
-250.00000000	0.00000900	0.00150255	0.00598982
-200.00000000	0.00000900	-0.00135945	-0.00662032
-150.00000000	0.00000900	-0.00023345	-0.03855215
-100.00000000	0.00002900	-0.00112048	-0.02588169
-50.00000000	0.00002900	0.00105965	0.02736753
0.00000000	0.00002900	0.00150358	0.01928726
50.00000000	0.00017900	-0.00116248	-0.15398070
100.00000000	0.00017900	0.00026505	0.67534427
150.00000000	0.00019567	0.00267802	0.07306402
200.00000000	0.00022900	0.00054912	0.41703342
250.00000000	0.00022900	0.00178275	0.12845323
300.00000000	0.00022900	0.00110808	0.20666316
