300.00000000	0.00001633	-0.00051254	-0.03186764
250.00000000	-0.00001700	-0.00139994	0.01214341
200.00000000	0.00001633	-0.00081214	-0.02011156
150.00000000	0.00000300	-0.00192840	-0.00155569
100.00000000	0.00000967	-0.00322430	-0.00299806
50.00000000	0.00000300	-0.00052437	-0.00572115
0.00000000	0.00000300	-0.00210970	-0.00142200
-50.00000000	-0.00014700	0.00207890	-0.07071059
-100.00000000	-0.00014700	0.00291506	-0.05042772
-150.00000000	-0.00014700	0.00025953	-0.56640851
-200.00000000	-0.00014700	-0.00203980	0.07206577
-250.00000000	-0.00014700	0.00048376	-0.30386759
-300.00000000	-0.00014700	0.00312370	-0.04705963
