    0.0000  -15.1686
    0.0222  -15.2112
    0.0444  -15.2535
    0.0667  -15.2953
    0.0889  -15.3365
    0.1111  -15.3769
    0.1333  -15.4165
    0.1556  -15.4552
    0.1778  -15.4928
    0.2000  -15.5293
    0.2222  -15.5646
    0.2444  -15.5987
    0.2667  -15.6314
    0.2889  -15.6627
    0.3111  -15.6925
    0.3333  -15.7208
    0.3556  -15.7476
    0.3778  -15.7726
    0.4000  -15.7960
    0.4222  -15.8177
    0.4444  -15.8376
    0.4667  -15.8558
    0.4889  -15.8721
    0.5111  -15.8865
    0.5333  -15.8991
    0.5556  -15.9098
    0.5778  -15.9185
    0.6000  -15.9253
    0.6222  -15.9302
    0.6444  -15.9332
    0.6667  -15.9341
    0.6859  -15.9334
    0.7052  -15.9312
    0.7244  -15.9275
    0.7436  -15.9224
    0.7629  -15.9158
    0.7821  -15.9078
    0.8014  -15.8984
    0.8206  -15.8875
    0.8399  -15.8752
    0.8591  -15.8615
    0.8784  -15.8465
    0.8976  -15.8300
    0.9169  -15.8123
    0.9361  -15.7932
    0.9553  -15.7729
    0.9746  -15.7513
    0.9938  -15.7285
    1.0131  -15.7044
    1.0323  -15.6793
    1.0516  -15.6530
    1.0708  -15.6256
    1.0901  -15.5972
    1.1093  -15.5678
    1.1285  -15.5374
    1.1478  -15.5062
    1.1670  -15.4741
    1.1863  -15.4413
    1.2055  -15.4077
    1.2248  -15.3735
    1.2440  -15.3389
    1.2551  -15.3387
    1.2662  -15.3381
    1.2774  -15.3371
    1.2885  -15.3357
    1.2996  -15.3339
    1.3107  -15.3317
    1.3218  -15.3291
    1.3329  -15.3261
    1.3440  -15.3228
    1.3551  -15.3190
    1.3662  -15.3149
    1.3774  -15.3103
    1.3885  -15.3054
    1.3996  -15.3002
    1.4107  -15.2945
    1.4218  -15.2885
    1.4329  -15.2821
    1.4440  -15.2754
    1.4551  -15.2683
    1.4662  -15.2608
    1.4774  -15.2530
    1.4885  -15.2449
    1.4996  -15.2364
    1.5107  -15.2277
    1.5218  -15.2186
    1.5329  -15.2091
    1.5440  -15.1994
    1.5551  -15.1894
    1.5662  -15.1791
    1.5774  -15.1686

    0.0000  -15.1684
    0.0222  -15.2108
    0.0444  -15.2531
    0.0667  -15.2950
    0.0889  -15.3362
    0.1111  -15.3766
    0.1333  -15.4163
    0.1556  -15.4549
    0.1778  -15.4926
    0.2000  -15.5291
    0.2222  -15.5645
    0.2444  -15.5985
    0.2667  -15.6313
    0.2889  -15.6626
    0.3111  -15.6924
    0.3333  -15.7207
    0.3556  -15.7475
    0.3778  -15.7726
    0.4000  -15.7960
    0.4222  -15.8177
    0.4444  -15.8376
    0.4667  -15.8557
    0.4889  -15.8720
    0.5111  -15.8865
    0.5333  -15.8991
    0.5556  -15.9097
    0.5778  -15.9185
    0.6000  -15.9253
    0.6222  -15.9302
    0.6444  -15.9331
    0.6667  -15.9341
    0.6859  -15.9334
    0.7052  -15.9312
    0.7244  -15.9275
    0.7436  -15.9224
    0.7629  -15.9158
    0.7821  -15.9078
    0.8014  -15.8983
    0.8206  -15.8875
    0.8399  -15.8752
    0.8591  -15.8615
    0.8784  -15.8464
    0.8976  -15.8300
    0.9169  -15.8122
    0.9361  -15.7932
    0.9553  -15.7728
    0.9746  -15.7512
    0.9938  -15.7284
    1.0131  -15.7043
    1.0323  -15.6791
    1.0516  -15.6528
    1.0708  -15.6254
    1.0901  -15.5970
    1.1093  -15.5676
    1.1285  -15.5372
    1.1478  -15.5060
    1.1670  -15.4739
    1.1863  -15.4410
    1.2055  -15.4075
    1.2248  -15.3733
    1.2440  -15.3387
    1.2551  -15.3385
    1.2662  -15.3379
    1.2774  -15.3369
    1.2885  -15.3355
    1.2996  -15.3337
    1.3107  -15.3315
    1.3218  -15.3289
    1.3329  -15.3259
    1.3440  -15.3226
    1.3551  -15.3188
    1.3662  -15.3147
    1.3774  -15.3102
    1.3885  -15.3053
    1.3996  -15.3000
    1.4107  -15.2943
    1.4218  -15.2883
    1.4329  -15.2819
    1.4440  -15.2752
    1.4551  -15.2681
    1.4662  -15.2607
    1.4774  -15.2529
    1.4885  -15.2447
    1.4996  -15.2363
    1.5107  -15.2275
    1.5218  -15.2184
    1.5329  -15.2090
    1.5440  -15.1993
    1.5551  -15.1893
    1.5662  -15.1789
    1.5774  -15.1684

    0.0000  -15.1683
    0.0222  -15.1465
    0.0444  -15.1235
    0.0667  -15.0996
    0.0889  -15.0748
    0.1111  -15.0493
    0.1333  -15.0231
    0.1556  -14.9963
    0.1778  -14.9691
    0.2000  -14.9415
    0.2222  -14.9136
    0.2444  -14.8857
    0.2667  -14.8577
    0.2889  -14.8299
    0.3111  -14.8023
    0.3333  -14.7751
    0.3556  -14.7485
    0.3778  -14.7225
    0.4000  -14.6973
    0.4222  -14.6731
    0.4444  -14.6500
    0.4667  -14.6281
    0.4889  -14.6076
    0.5111  -14.5887
    0.5333  -14.5716
    0.5556  -14.5565
    0.5778  -14.5436
    0.6000  -14.5332
    0.6222  -14.5255
    0.6444  -14.5207
    0.6667  -14.5191
    0.6859  -14.5208
    0.7052  -14.5259
    0.7244  -14.5341
    0.7436  -14.5454
    0.7629  -14.5594
    0.7821  -14.5758
    0.8014  -14.5945
    0.8206  -14.6154
    0.8399  -14.6381
    0.8591  -14.6626
    0.8784  -14.6888
    0.8976  -14.7164
    0.9169  -14.7455
    0.9361  -14.7758
    0.9553  -14.8073
    0.9746  -14.8398
    0.9938  -14.8731
    1.0131  -14.9073
    1.0323  -14.9422
    1.0516  -14.9776
    1.0708  -15.0134
    1.0901  -15.0496
    1.1093  -15.0860
    1.1285  -15.1225
    1.1478  -15.1590
    1.1670  -15.1955
    1.1863  -15.2318
    1.2055  -15.2678
    1.2248  -15.3035
    1.2440  -15.3385
    1.2551  -15.3383
    1.2662  -15.3377
    1.2774  -15.3367
    1.2885  -15.3353
    1.2996  -15.3336
    1.3107  -15.3314
    1.3218  -15.3288
    1.3329  -15.3258
    1.3440  -15.3224
    1.3551  -15.3187
    1.3662  -15.3145
    1.3774  -15.3100
    1.3885  -15.3051
    1.3996  -15.2998
    1.4107  -15.2942
    1.4218  -15.2882
    1.4329  -15.2818
    1.4440  -15.2750
    1.4551  -15.2679
    1.4662  -15.2605
    1.4774  -15.2527
    1.4885  -15.2445
    1.4996  -15.2361
    1.5107  -15.2273
    1.5218  -15.2182
    1.5329  -15.2088
    1.5440  -15.1990
    1.5551  -15.1890
    1.5662  -15.1787
    1.5774  -15.1683

    0.0000  -15.1682
    0.0222  -15.1464
    0.0444  -15.1234
    0.0667  -15.0995
    0.0889  -15.0747
    0.1111  -15.0492
    0.1333  -15.0229
    0.1556  -14.9962
    0.1778  -14.9689
    0.2000  -14.9413
    0.2222  -14.9135
    0.2444  -14.8855
    0.2667  -14.8575
    0.2889  -14.8297
    0.3111  -14.8021
    0.3333  -14.7749
    0.3556  -14.7483
    0.3778  -14.7223
    0.4000  -14.6971
    0.4222  -14.6729
    0.4444  -14.6498
    0.4667  -14.6279
    0.4889  -14.6074
    0.5111  -14.5886
    0.5333  -14.5715
    0.5556  -14.5564
    0.5778  -14.5435
    0.6000  -14.5331
    0.6222  -14.5254
    0.6444  -14.5207
    0.6667  -14.5191
    0.6859  -14.5208
    0.7052  -14.5259
    0.7244  -14.5341
    0.7436  -14.5453
    0.7629  -14.5592
    0.7821  -14.5756
    0.8014  -14.5942
    0.8206  -14.6150
    0.8399  -14.6377
    0.8591  -14.6622
    0.8784  -14.6883
    0.8976  -14.7160
    0.9169  -14.7450
    0.9361  -14.7753
    0.9553  -14.8068
    0.9746  -14.8393
    0.9938  -14.8727
    1.0131  -14.9068
    1.0323  -14.9417
    1.0516  -14.9771
    1.0708  -15.0129
    1.0901  -15.0491
    1.1093  -15.0855
    1.1285  -15.1221
    1.1478  -15.1586
    1.1670  -15.1951
    1.1863  -15.2314
    1.2055  -15.2675
    1.2248  -15.3032
    1.2440  -15.3384
    1.2551  -15.3382
    1.2662  -15.3376
    1.2774  -15.3366
    1.2885  -15.3352
    1.2996  -15.3334
    1.3107  -15.3312
    1.3218  -15.3286
    1.3329  -15.3257
    1.3440  -15.3223
    1.3551  -15.3185
    1.3662  -15.3144
    1.3774  -15.3099
