-40.00000000	-0.00001000	0.00146414	-0.00682995
-35.00000000	-0.00004000	0.00034257	-0.11676616
-30.00000000	-0.00003250	0.00043609	-0.07452590
-25.00000000	-0.00004000	-0.00141416	0.02828534
-20.00000000	-0.00004000	-0.00046161	0.08665324
-15.00000000	-0.00004000	-0.00060766	0.06582628
-10.00000000	-0.00005000	-0.00225256	0.02219697
-5.00000000	-0.00005500	-0.00115151	0.04776337
0.00000000	-0.00006000	-0.00027499	0.21819372
5.00000000	-0.00005500	-0.00030963	0.17762850
10.00000000	0.00016000	0.00344182	0.04648710
15.00000000	0.00016000	-0.00262189	-0.06102480
20.00000000	0.00016000	0.00218899	0.07309307
25.00000000	0.00014750	0.00076486	0.19284449
30.00000000	0.00012250	-0.00001036	-11.82432432
35.00000000	0.00011000	0.00120372	0.09138376
40.00000000	0.00012250	-0.00048956	-0.25022469
40.00000000	0.00010500	0.00083087	0.12637432
35.00000000	0.00012250	-0.00077566	-0.15793002
30.00000000	0.00011000	0.00063611	0.17292471
25.00000000	0.00010500	0.00004886	2.14877724
20.00000000	0.00010000	0.00350409	0.02853808
15.00000000	0.00009500	0.00165007	0.05757349
10.00000000	0.00009500	0.00371517	0.02557087
5.00000000	0.00009000	0.00123777	0.07271170
0.00000000	0.00009000	0.00205692	0.04375485
-5.00000000	-0.00016000	0.00384242	-0.04164048
-10.00000000	-0.00016750	-0.00305514	0.05482573
-15.00000000	-0.00016000	0.00107301	-0.14911255
-20.00000000	-0.00016750	0.00208541	-0.08031974
-25.00000000	-0.00016750	0.00093039	-0.18003203
-30.00000000	-0.00018250	0.00303626	-0.06010674
-35.00000000	-0.00016000	0.00022646	-0.70651094
-40.00000000	-0.00018250	-0.00055076	0.33136030
