# E (eV)  ldosup(E)  ldosdw(E) pdosup(E)  pdosdw(E)  pdosup(E)  pdosdw(E)  pdosup(E)  pdosdw(E) 
 -15.157  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 -15.107  0.914E-02  0.000E+00  0.846E-02  0.000E+00  0.338E-03  0.000E+00  0.344E-03  0.000E+00
 -15.057  0.992E-02  0.000E+00  0.862E-02  0.000E+00  0.645E-03  0.000E+00  0.654E-03  0.000E+00
 -15.007  0.105E-01  0.423E-02  0.870E-02  0.423E-02  0.915E-03  0.224E-05  0.927E-03  0.219E-05
 -14.957  0.113E-01  0.975E-02  0.897E-02  0.905E-02  0.118E-02  0.347E-03  0.119E-02  0.353E-03
 -14.907  0.127E-01  0.106E-01  0.967E-02  0.925E-02  0.150E-02  0.656E-03  0.150E-02  0.664E-03
 -14.857  0.160E-01  0.112E-01  0.119E-01  0.937E-02  0.215E-02  0.927E-03  0.199E-02  0.936E-03
 -14.807  0.137E-01  0.121E-01  0.992E-02  0.971E-02  0.174E-02  0.119E-02  0.207E-02  0.120E-02
 -14.757  0.676E-02  0.136E-01  0.474E-02  0.106E-01  0.956E-03  0.151E-02  0.107E-02  0.151E-02
 -14.707  0.297E-02  0.175E-01  0.203E-02  0.133E-01  0.447E-03  0.213E-02  0.487E-03  0.209E-02
 -14.657  0.000E+00  0.134E-01  0.000E+00  0.993E-02  0.000E+00  0.171E-02  0.000E+00  0.179E-02
 -14.607  0.298E-02  0.673E-02  0.194E-02  0.485E-02  0.504E-03  0.937E-03  0.534E-03  0.950E-03
 -14.557  0.624E-02  0.291E-02  0.401E-02  0.205E-02  0.109E-02  0.429E-03  0.114E-02  0.430E-03
 -14.507  0.123E-01  0.370E-03  0.773E-02  0.255E-03  0.225E-02  0.565E-04  0.228E-02  0.587E-04
 -14.457  0.117E-01  0.327E-02  0.737E-02  0.224E-02  0.216E-02  0.523E-03  0.219E-02  0.511E-03
 -14.407  0.870E-02  0.678E-02  0.552E-02  0.458E-02  0.158E-02  0.113E-02  0.160E-02  0.106E-02
 -14.357  0.716E-02  0.133E-01  0.459E-02  0.886E-02  0.128E-02  0.236E-02  0.129E-02  0.204E-02
 -14.307  0.604E-02  0.121E-01  0.394E-02  0.814E-02  0.104E-02  0.194E-02  0.105E-02  0.206E-02
 -14.257  0.516E-02  0.896E-02  0.345E-02  0.609E-02  0.853E-03  0.142E-02  0.858E-03  0.145E-02
 -14.207  0.441E-02  0.733E-02  0.305E-02  0.507E-02  0.679E-03  0.112E-02  0.681E-03  0.114E-02
 -14.157  0.372E-02  0.619E-02  0.269E-02  0.438E-02  0.514E-03  0.903E-03  0.514E-03  0.907E-03
 -14.107  0.311E-02  0.526E-02  0.240E-02  0.384E-02  0.355E-03  0.711E-03  0.355E-03  0.711E-03
 -14.057  0.249E-02  0.446E-02  0.211E-02  0.339E-02  0.194E-03  0.536E-03  0.190E-03  0.534E-03
 -14.007  0.176E-02  0.376E-02  0.172E-02  0.301E-02  0.247E-04  0.372E-03  0.240E-04  0.371E-03
 -13.957  0.000E+00  0.314E-02  0.000E+00  0.271E-02  0.000E+00  0.218E-03  0.000E+00  0.214E-03
 -13.907  0.000E+00  0.243E-02  0.000E+00  0.232E-02  0.000E+00  0.568E-04  0.000E+00  0.568E-04
