# E (eV)  ldosup(E)  ldosdw(E) pdosup(E)  pdosdw(E)  pdosup(E)  pdosdw(E)  pdosup(E)  pdosdw(E)  pdosup(E)  pdosdw(E)  pdosup(E)  pdosdw(E) 
 -15.157  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 -15.107  0.501E-02  0.000E+00  0.643E-03  0.000E+00  0.142E-04  0.000E+00  0.681E-05  0.000E+00  0.433E-02  0.000E+00  0.136E-04  0.000E+00
 -15.057  0.506E-02  0.000E+00  0.613E-03  0.000E+00  0.203E-04  0.000E+00  0.288E-04  0.000E+00  0.435E-02  0.000E+00  0.555E-04  0.000E+00
 -15.007  0.510E-02  0.364E-02  0.577E-03  0.381E-03  0.274E-04  0.167E-03  0.692E-04  0.142E-08  0.430E-02  0.309E-02  0.129E-03  0.309E-08
 -14.957  0.528E-02  0.775E-02  0.553E-03  0.771E-03  0.363E-04  0.355E-03  0.135E-03  0.616E-05  0.432E-02  0.660E-02  0.244E-03  0.130E-04
 -14.907  0.577E-02  0.790E-02  0.550E-03  0.744E-03  0.484E-04  0.361E-03  0.245E-03  0.257E-04  0.450E-02  0.671E-02  0.428E-03  0.522E-04
 -14.857  0.706E-02  0.800E-02  0.599E-03  0.711E-03  0.681E-04  0.365E-03  0.468E-03  0.614E-04  0.514E-02  0.674E-02  0.790E-03  0.121E-03
 -14.807  0.691E-02  0.832E-02  0.525E-03  0.693E-03  0.783E-04  0.377E-03  0.605E-03  0.120E-03  0.471E-02  0.691E-02  0.996E-03  0.228E-03
 -14.757  0.312E-02  0.913E-02  0.225E-03  0.707E-03  0.485E-04  0.409E-03  0.290E-03  0.219E-03  0.208E-02  0.739E-02  0.473E-03  0.402E-03
 -14.707  0.129E-02  0.116E-01  0.864E-04  0.824E-03  0.267E-04  0.513E-03  0.136E-03  0.440E-03  0.828E-03  0.907E-02  0.217E-03  0.781E-03
 -14.657  0.000E+00  0.910E-02  0.000E+00  0.602E-03  0.000E+00  0.394E-03  0.000E+00  0.427E-03  0.000E+00  0.693E-02  0.000E+00  0.745E-03
 -14.607  0.121E-02  0.427E-02  0.713E-04  0.271E-03  0.462E-04  0.181E-03  0.145E-03  0.214E-03  0.730E-03  0.324E-02  0.219E-03  0.370E-03
 -14.557  0.236E-02  0.176E-02  0.129E-03  0.106E-03  0.126E-03  0.724E-04  0.303E-03  0.968E-04  0.136E-02  0.132E-02  0.445E-03  0.165E-03
 -14.507  0.403E-02  0.983E-04  0.219E-03  0.236E-05  0.346E-03  0.162E-05  0.460E-03  0.236E-04  0.236E-02  0.313E-04  0.650E-03  0.393E-04
 -14.457  0.394E-02  0.180E-02  0.177E-03  0.982E-04  0.403E-03  0.669E-04  0.593E-03  0.119E-03  0.197E-02  0.133E-02  0.798E-03  0.191E-03
 -14.407  0.335E-02  0.356E-02  0.112E-03  0.188E-03  0.346E-03  0.122E-03  0.693E-03  0.236E-03  0.130E-02  0.265E-02  0.900E-03  0.368E-03
 -14.357  0.311E-02  0.644E-02  0.766E-04  0.343E-03  0.333E-03  0.195E-03  0.783E-03  0.360E-03  0.929E-03  0.500E-02  0.986E-03  0.539E-03
 -14.307  0.295E-02  0.501E-02  0.526E-04  0.230E-03  0.329E-03  0.134E-03  0.857E-03  0.454E-03  0.664E-03  0.355E-02  0.105E-02  0.644E-03
 -14.257  0.282E-02  0.402E-02  0.356E-04  0.155E-03  0.328E-03  0.931E-04  0.910E-03  0.523E-03  0.465E-03  0.253E-02  0.109E-02  0.715E-03
 -14.207  0.266E-02  0.344E-02  0.229E-04  0.111E-03  0.322E-03  0.667E-04  0.929E-03  0.580E-03  0.308E-03  0.192E-02  0.108E-02  0.768E-03
 -14.157  0.240E-02  0.301E-02  0.135E-04  0.806E-04  0.304E-03  0.469E-04  0.892E-03  0.620E-03  0.186E-03  0.147E-02  0.101E-02  0.798E-03
 -14.107  0.201E-02  0.261E-02  0.701E-05  0.568E-04  0.264E-03  0.309E-04  0.780E-03  0.635E-03  0.964E-04  0.109E-02  0.861E-03  0.795E-03
 -14.057  0.132E-02  0.219E-02  0.265E-05  0.382E-04  0.185E-03  0.182E-04  0.526E-03  0.613E-03  0.354E-04  0.777E-03  0.567E-03  0.748E-03
 -14.007  0.204E-03  0.173E-02  0.211E-06  0.235E-04  0.305E-04  0.884E-05  0.832E-04  0.543E-03  0.261E-05  0.506E-03  0.876E-04  0.645E-03
 -13.957  0.000E+00  0.114E-02  0.000E+00  0.122E-04  0.000E+00  0.277E-05  0.000E+00  0.396E-03  0.000E+00  0.275E-03  0.000E+00  0.459E-03
 -13.907  0.000E+00  0.351E-03  0.000E+00  0.276E-05  0.000E+00  0.175E-06  0.000E+00  0.133E-03  0.000E+00  0.649E-04  0.000E+00  0.150E-03
 -13.857  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
