# ik    E (eV)  dosup(E)   dosdw(E)  pdosup(E)  pdosdw(E)
    1  -16.552  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    1  -16.502  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    1  -16.452  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    1  -16.402  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    1  -16.352  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    1  -16.302  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    1  -16.252  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    1  -16.202  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    1  -16.152  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    1  -16.102  0.131E-12  0.000E+00  0.136E-12  0.000E+00
    1  -16.052  0.390E-09  0.000E+00  0.406E-09  0.000E+00
    1  -16.002  0.389E-06  0.000E+00  0.406E-06  0.000E+00
    1  -15.952  0.129E-03  0.000E+00  0.135E-03  0.000E+00
    1  -15.902  0.141E-01  0.295E-11  0.147E-01  0.308E-11
    1  -15.852  0.504E+00  0.586E-08  0.526E+00  0.611E-08
    1  -15.802  0.572E+01  0.388E-05  0.596E+01  0.404E-05
    1  -15.752  0.195E+02  0.851E-03  0.204E+02  0.887E-03
    1  -15.702  0.169E+02  0.614E-01  0.176E+02  0.640E-01
    1  -15.652 -0.226E+00  0.143E+01 -0.232E+00  0.149E+01
    1  -15.602 -0.210E+01  0.105E+02 -0.219E+01  0.109E+02
    1  -15.552 -0.284E+00  0.221E+02 -0.297E+00  0.231E+02
    1  -15.502 -0.984E-02  0.972E+01 -0.103E-01  0.101E+02
    1  -15.452 -0.103E-03 -0.252E+01 -0.108E-03 -0.263E+01
    1  -15.402 -0.344E-06 -0.119E+01 -0.360E-06 -0.125E+01
    1  -15.352  0.000E+00 -0.934E-01  0.000E+00 -0.976E-01
    1  -15.302  0.000E+00 -0.205E-02  0.000E+00 -0.214E-02
    1  -15.252  0.000E+00 -0.139E-04  0.000E+00 -0.146E-04
    1  -15.202  0.000E+00 -0.305E-07  0.000E+00 -0.319E-07
    1  -15.152  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    1  -15.102  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    1  -15.052  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    1  -15.002  0.305E-12  0.000E+00  0.309E-12  0.000E+00
    1  -14.952  0.761E-09  0.000E+00  0.771E-09  0.000E+00
    1  -14.902  0.642E-06  0.000E+00  0.650E-06  0.000E+00
    1  -14.852  0.184E-03  0.000E+00  0.186E-03  0.000E+00
    1  -14.802  0.179E-01  0.237E-13  0.181E-01  0.233E-13
    1  -14.752  0.597E+00  0.877E-10  0.605E+00  0.864E-10
    1  -14.702  0.678E+01  0.109E-06  0.688E+01  0.107E-06
    1  -14.652  0.255E+02  0.448E-04  0.258E+02  0.442E-04
    1  -14.602  0.281E+02  0.611E-02  0.285E+02  0.602E-02
    1  -14.552  0.500E+01  0.272E+00  0.500E+01  0.268E+00
    1  -14.502  0.410E+01  0.388E+01  0.378E+01  0.383E+01
    1  -14.452  0.106E+02  0.169E+02  0.102E+02  0.167E+02
    1  -14.402  0.992E+01  0.198E+02  0.962E+01  0.196E+02
    1  -14.352  0.200E+02  0.351E+01  0.194E+02  0.347E+01
    1  -14.302  0.129E+02  0.467E+01  0.126E+02  0.469E+01
    1  -14.252 -0.178E+01  0.103E+02 -0.173E+01  0.102E+02
    1  -14.202 -0.161E+01  0.302E+01 -0.157E+01  0.306E+01
    1  -14.152 -0.162E+00  0.349E+01 -0.158E+00  0.382E+01
