  # energy grid [eV]     epsr     epsi
       8.965045       0.009554      -0.018467
       8.981738       0.011207      -0.019561
       8.998431       0.013122      -0.019956
       9.015124       0.014975      -0.019804
       9.031816       0.016701      -0.019356
       9.048509       0.018442      -0.018694
       9.065202       0.020261      -0.017669
       9.081895       0.022008      -0.016125
       9.098588       0.023436      -0.014050
       9.115280       0.024310      -0.011582
       9.131973       0.024503      -0.008988
       9.148666       0.024072      -0.006540
       9.165359       0.023178      -0.004381
       9.182052       0.021919      -0.002536
       9.198745       0.020301      -0.001082
       9.215437       0.018413      -0.000230
       9.232130       0.016582      -0.000155
       9.248823       0.015269      -0.000728
       9.265516       0.014738      -0.001492
       9.282209       0.014850      -0.001940
       9.298902       0.015193      -0.001849
       9.315594       0.015425      -0.001331
       9.332287       0.015436      -0.000583
       9.348980       0.015232       0.000299
       9.365673       0.014765       0.001298
       9.382366       0.013894       0.002323
       9.399058       0.012538       0.003085
       9.415751       0.010927       0.003226
       9.432444       0.009580       0.002696
       9.449137       0.008871       0.001926
       9.465830       0.008654       0.001461
       9.482523       0.008434       0.001470
       9.499215       0.007848       0.001669
       9.515908       0.006919       0.001675
       9.532601       0.005904       0.001321
       9.549294       0.005013       0.000669
       9.565987       0.004329      -0.000173
       9.582679       0.003906      -0.001114
       9.599372       0.003771      -0.002003
       9.616065       0.003815      -0.002668
       9.632758       0.003808      -0.003068
       9.649451       0.003550      -0.003340
       9.666144       0.002971      -0.003744
       9.682836       0.002230      -0.004563
       9.699529       0.001718      -0.005861
       9.716222       0.001729      -0.007292
       9.732915       0.002075      -0.008417
       9.749608       0.002269      -0.009209
       9.766301       0.002038      -0.010101
       9.782993       0.001610      -0.011588
       9.799686       0.001518      -0.013807
       9.816379       0.002218      -0.016490
       9.833072       0.003876      -0.019205
       9.849765       0.006451      -0.021570
       9.866457       0.009793      -0.023268
       9.883150       0.013668      -0.024039
       9.899843       0.017769      -0.023674
       9.916536       0.021639      -0.022029
       9.933229       0.024671      -0.019233
       9.949922       0.026396      -0.015784
       9.966614       0.026656      -0.012336
       9.983307       0.025587      -0.009591
      10.000000       0.023754      -0.008182
