  # energy grid [eV]     epsr     epsi
       9.148666       0.875867       0.457463
       9.165359       0.891153       0.469401
       9.182052       0.902613       0.488070
       9.198745       0.906655       0.510238
       9.215437       0.903205       0.531345
       9.232130       0.895090       0.549025
       9.248823       0.884462       0.564110
       9.265516       0.870575       0.577782
       9.282209       0.851457       0.588492
       9.298902       0.827574       0.592164
       9.315594       0.803307       0.585933
       9.332287       0.783969       0.571127
       9.348980       0.772121       0.551838
       9.365673       0.767295       0.531634
       9.382366       0.768132       0.512201
       9.399058       0.773975       0.494350
       9.415751       0.784469       0.479374
       9.432444       0.798408       0.468878
       9.449137       0.813608       0.463707
       9.465830       0.827781       0.463284
       9.482523       0.839673       0.465997
       9.499215       0.849280       0.470469
       9.515908       0.856724       0.476083
       9.532601       0.861820       0.482031
       9.549294       0.865021       0.486985
       9.565987       0.868050       0.490052
       9.582679       0.873340       0.492147
       9.599372       0.881959       0.496460
       9.616065       0.891821       0.506360
       9.632758       0.898885       0.522719
       9.649451       0.899729       0.543878
       9.666144       0.892173       0.567305
       9.682836       0.874397       0.589674
       9.699529       0.845941       0.605667
       9.716222       0.810253       0.609324
       9.732915       0.774448       0.597724
       9.749608       0.746137       0.572656
       9.766301       0.730622       0.539771
       9.782993       0.729053       0.506513
       9.799686       0.738361       0.479092
       9.816379       0.753297       0.460528
       9.833072       0.768602       0.450595
       9.849765       0.780556       0.446528
       9.866457       0.788171       0.444522
       9.883150       0.792847       0.441974
       9.899843       0.796296       0.438264
       9.916536       0.799436       0.433515
       9.933229       0.802846       0.427878
       9.949922       0.806953       0.421556
       9.966614       0.812243       0.414733
       9.983307       0.819332       0.408082
      10.000000       0.828099       0.402809
