-50	0.0108026938482	0.019230865836212	0.010781588774097	0.019230865836212
-45	0.010809298260005	0.019273216125935	0.010780970261945	0.019225645219085
-40	0.010801396208767	0.019275421613832	0.010785639060335	0.019248278348569
-35	0.010805973350928	0.019290646845778	0.010798183689206	0.019286740662331
-30	0.01081335198572	0.019280933595509	0.010804164399916	0.01928144401882
-25	0.010821068430228	0.019321824470213	0.010804950917021	0.019304336950709
-20	0.010821087771245	0.019317148730657	0.010808976253172	0.019327320746059
-15	0.010824303862896	0.019305472331974	0.010813010333378	0.019341744647182
-10	0.010824167018216	0.019299500639776	0.010819935017561	0.019347718731394
-5	0.010834211576577	0.019307545415057	0.010854901497872	0.019392853936233
0	0.010831881708538	0.019295904431693	0.010962875863336	0.019567030716871
5	0.010841051631601	0.019306850678142	0.01100683776635	0.019581406830059
10	0.010855449934972	0.019339655131603	0.011059888138373	0.019572173172105
15	0.010946951252955	0.019429400372076	0.011115684739277	0.019573237252843
20	0.011153944418799	0.019521290680892	0.011114365405097	0.019566607789716
25	0.011119408887167	0.019570744655765	0.011119886588775	0.019561688361393
30	0.011118423909232	0.019566566851379	0.011111330384104	0.019528442696626
35	0.0111161253779	0.01955287494517	0.011110631431896	0.019527439427606
40	0.01111707905256	0.019546319933144	0.011125741157798	0.019577570880104
45	0.011127927156841	0.019555025138203	0.011123160464898	0.019570568169082
50	0.011116662070147	0.019550353909122	0.011121840500102	0.019568014627736
