1239.8419	3.189	304.551
1215.5313	2.099	301.018
1192.1557	1.397	326.217
1169.6622	1.230	353.323
1148.0018	1.545	25.496
1127.1290	2.047	37.881
1107.0017	2.530	41.065
1087.5806	3.346	39.010
1068.8292	3.777	32.198
1050.7135	4.460	25.121
1033.2016	5.175	18.151
1016.2639	6.154	9.962
999.8725	7.654	3.146
984.0015	8.385	357.438
968.6265	10.002	351.860
953.7245	10.840	349.325
939.2742	11.594	347.116
925.2551	11.316	345.447
911.6485	10.563	342.421
898.4362	10.236	342.650
885.6014	8.891	340.808
873.1281	7.893	339.398
861.0013	6.308	336.403
849.2068	4.709	332.980
837.7310	3.020	327.214
826.5613	1.327	313.861
815.6855	0.526	206.136
805.0921	2.202	159.096
794.7704	3.970	151.401
784.7101	5.759	146.591
774.9012	7.567	142.484
765.3345	9.342	138.803
756.0012	10.987	135.231
746.8927	12.652	131.797
738.0011	14.243	128.384
729.3188	15.730	125.301
720.8383	17.240	122.213
712.5528	18.580	119.295
704.4556	19.861	116.585
696.5404	21.003	113.865
688.8011	22.116	111.379
681.2318	23.184	108.894
673.8271	24.168	106.772
666.5817	25.076	104.657
659.4904	26.017	102.710
652.5484	26.825	100.917
645.7510	27.558	99.260
639.0938	28.285	97.757
632.5724	28.975	96.402
626.1828	29.628	95.257
619.9210	30.233	94.215
613.7831	30.823	93.408
607.7656	31.401	92.661
601.8650	31.907	92.148
596.0778	32.381	91.918
590.4009	32.939	91.791
584.8311	33.457	91.889
579.3654	33.961	92.230
574.0009	34.456	92.790
568.7348	34.904	93.658
563.5645	35.347	94.856
558.4873	35.756	96.455
553.5008	36.126	98.542
548.6026	36.497	101.184
543.7903	36.860	104.586
539.0617	37.091	108.768
534.4146	37.256	114.017
529.8470	37.328	120.518
525.3567	37.317	128.385
520.9420	37.128	137.856
516.6008	36.919	148.808
512.3314	36.671	161.087
508.1319	36.398	174.432
504.0008	36.176	188.021
499.9363	35.964	201.026
495.9368	35.387	212.902
492.0008	34.817	222.714
488.1267	33.858	230.397
484.3132	32.847	235.942
480.5589	31.668	239.069
476.8623	30.224	240.227
473.2221	28.715	239.288
469.6371	27.006	236.011
466.1060	25.277	230.979
462.6276	23.354	223.010
459.2007	21.680	212.613
455.8242	20.282	199.654
452.4970	19.499	183.996
449.2181	19.415	167.876
445.9863	20.116	151.214
442.8007	21.490	136.271
439.6602	23.227	123.382
436.5640	25.090	112.579
433.5112	26.936	103.442
430.5007	28.643	95.861
427.5317	30.168	89.514
424.6034	31.452	84.339
421.7149	32.560	80.174
418.8655	33.464	77.062
416.0543	34.214	74.943
413.2806	34.842	74.104
410.5437	35.323	74.845
407.8427	35.633	77.594
405.1771	35.439	83.706
402.5461	34.057	95.402
399.9490	29.714	117.340
397.3852	24.001	157.574
394.8541	24.112	208.106
392.3550	25.026	237.597
389.8874	21.077	246.723
387.4506	15.644	240.016
385.0441	11.607	213.545
382.6673	11.909	172.718
380.3196	16.018	143.510
378.0006	21.330	126.374
375.7097	25.918	115.667
373.4464	29.695	108.097
371.2101	32.660	102.810
369.0006	35.025	99.362
366.8171	36.813	97.318
364.6594	38.275	96.794
362.5269	39.389	97.694
360.4192	40.353	100.150
358.3358	40.949	104.384
356.2764	40.645	110.459
354.2405	38.510	118.350
352.2278	33.996	127.175
350.2378	27.006	133.667
348.2702	19.786	130.481
346.3246	17.545	116.664
344.4005	19.558	115.410
342.4978	20.517	127.721
340.6159	19.972	146.534
338.7546	19.137	168.374
336.9136	19.041	191.819
335.0924	20.097	214.146
333.2908	22.202	233.207
331.5085	24.940	248.897
329.7452	27.814	261.612
328.0005	30.543	272.256
326.2742	32.903	282.194
324.5659	34.586	290.951
322.8755	35.620	298.980
321.2026	35.913	305.764
319.5469	35.427	311.026
317.9082	34.297	314.405
316.2862	33.095	316.114
314.6807	31.968	316.204
313.0914	30.883	314.813
311.5181	30.206	312.551
309.9605	29.942	309.507
308.4184	29.967	306.014
306.8916	30.458	302.787
305.3798	31.142	299.622
303.8828	31.977	296.764
302.4005	33.034	294.602
300.9325	34.250	292.790
299.4787	35.253	291.105
298.0389	36.295	289.855
296.6129	37.343	288.577
295.2005	38.328	287.632
293.8014	39.273	286.798
292.4155	40.024	286.106
291.0427	40.452	285.407
289.6827	41.886	284.900
288.3353	41.789	284.137
287.0004	41.643	283.835
285.6779	41.324	283.515
284.3674	40.774	283.013
283.0689	40.110	282.621
281.7823	39.453	282.026
280.5072	38.842	281.761
279.2437	38.156	281.440
277.9915	37.376	280.982
276.7504	36.629	280.688
275.5204	35.880	280.299
274.3013	35.423	279.930
273.0929	34.709	279.534
271.8952	34.050	279.258
270.7078	33.481	278.760
269.5308	32.709	278.408
268.3640	32.153	277.839
267.2073	31.525	277.295
266.0605	30.917	277.187
264.9235	30.361	276.567
263.7961	29.805	276.101
262.6784	29.099	275.718
261.5700	28.587	275.582
260.4710	27.999	274.834

