eV		ang		psi		delta
3.100395	70.000000	29.714046	117.3399	0.0246656	0.0572958
3.080393	70.000000	29.759708	102.5703	0.0265832	0.0572958
3.060390	70.000000	27.756426	95.650696	0.0270672	0.0572958
3.040388	70.000000	26.42605	90.159714	0.0271301	0.0572958
3.020385	70.000000	25.667356	86.398109	0.027029	0.0572958
3.000383	70.000000	25.355228	84.654587	0.0268658	0.0572958
2.980380	70.000000	25.380276	84.851486	0.0266413	0.0572958
2.960378	70.000000	25.647264	86.420776	0.0263564	0.0572958
2.940375	70.000000	26.059931	88.610909	0.0259891	0.0572958
2.920372	70.000000	26.596039	91.160706	0.0255036	0.0572958
2.900370	70.000000	27.240299	93.916	0.0248934	0.0572958
2.880367	70.000000	28.003143	96.876122	0.0241037	0.0572958
2.860365	70.000000	26.936054	103.44195	0.023139	0.0572958
2.840362	70.000000	25.090052	112.5789	0.0220033	0.0572958
2.820360	70.000000	23.227041	123.38184	0.0207646	0.0572958
2.800357	70.000000	21.490025	136.2708	0.0195305	0.0572958
2.780355	70.000000	20.115999	151.21381	0.0185032	0.0572958
2.760352	70.000000	19.414982	167.87587	0.0179626	0.0572958
2.740350	70.000000	19.498974	183.99599	0.0180279	0.0572958
2.720347	70.000000	20.281979	199.6541	0.0186296	0.0572958
2.700344	70.000000	21.679995	212.61314	0.0196691	0.0572958
2.680342	70.000000	23.354012	223.01015	0.0208519	0.0572958
2.660339	70.000000	25.277023	230.97914	0.0221226	0.0572958
2.640336	70.000000	27.006031	236.01112	0.0231802	0.0572958
2.620334	70.000000	28.715034	239.2881	0.0241426	0.0572958
2.600331	70.000000	30.224037	240.2271	0.024921	0.0572958
2.580329	70.000000	31.668037	239.06909	0.0256013	0.0572958
2.560327	70.000000	32.847042	235.94208	0.0261085	0.0572958
2.540324	70.000000	33.858044	230.39708	0.0265083	0.0572958
2.520321	70.000000	34.817039	222.71405	0.0268571	0.0572958
2.500319	70.000000	35.387028	212.90202	0.0270501	0.0572958
2.480316	70.000000	35.964016	201.02602	0.0272346	0.0572958
2.460314	70.000000	36.176003	188.021	0.0272996	0.0572958
2.440311	70.000000	36.398003	174.43198	0.0273661	0.0572958
2.420308	70.000000	36.671013	161.08696	0.0274456	0.0572958
2.400306	70.000000	36.919025	148.80795	0.0275157	0.0572958
2.380303	70.000000	37.12804	137.85594	0.0275731	0.0572958
2.360301	70.000000	37.317055	128.38493	0.0276238	0.0572958
2.340298	70.000000	35.925854	122.50127	0.0276267	0.0572958
2.320296	70.000000	34.512421	118.18221	0.0276076	0.0572958
2.300293	70.000000	33.349091	114.71741	0.0275631	0.0572958
2.280291	70.000000	32.394588	111.89701	0.0274992	0.0572958
2.260288	70.000000	31.559404	109.41957	0.0273952	0.0572958
2.240286	70.000000	30.878296	107.37873	0.0272844	0.0572958
2.220283	70.000000	30.311316	105.65598	0.0271694	0.0572958
2.200281	70.000000	29.830845	104.17252	0.0270369	0.0572958
2.180278	70.000000	29.421282	102.88665	0.0268872	0.0572958
2.160275	70.000000	29.07885	101.79471	0.0267293	0.0572958
2.140273	70.000000	28.785095	100.84396	0.0265472	0.0572958
2.120270	70.000000	28.535301	100.02504	0.0263537	0.0572958
2.100268	70.000000	28.332916	99.356369	0.0261463	0.0572958
2.080265	70.000000	28.165419	98.800331	0.0259133	0.0572958
2.060263	70.000000	28.048811	98.418663	0.0257076	0.0572958
2.040260	70.000000	27.980251	98.206261	0.0254804	0.0572958
2.020258	70.000000	27.936058	98.080635	0.025211	0.0572958
2.000255	70.000000	27.900497	97.985786	0.0249255	0.0572958
1.980252	70.000000	27.906689	98.041977	0.0246217	0.0572958
1.960250	70.000000	27.917482	98.114754	0.0242815	0.0572958
1.940247	70.000000	27.956728	98.28994	0.0239084	0.0572958
1.920245	70.000000	27.558048	99.259964	0.0235002	0.0572958
1.900242	70.000000	26.82505	100.91695	0.0230733	0.0572958
1.880240	70.000000	26.017054	102.70995	0.0225853	0.0572958
1.860237	70.000000	25.076056	104.65693	0.0219943	0.0572958
1.840235	70.000000	24.168055	106.77192	0.0214016	0.0572958
1.820232	70.000000	23.184057	108.8939	0.020735	0.0572958
1.800229	70.000000	22.116056	111.37888	0.0199838	0.0572958
1.780227	70.000000	21.003057	113.86485	0.0191714	0.0572958
1.760224	70.000000	19.861055	116.58482	0.0183078	0.0572958
1.740222	70.000000	18.580055	119.29478	0.0173046	0.0572958
1.720219	70.000000	17.240053	122.21273	0.0162181	0.0572958
1.700217	70.000000	15.730053	125.30066	0.0149514	0.0572958
1.680214	70.000000	14.243053	128.38358	0.0136634	0.0572958
1.660212	70.000000	12.652053	131.79643	0.0122447	0.0572958
1.640209	70.000000	10.987054	135.23024	0.0107196	0.0572958
1.620207	70.000000	9.3420553	138.80194	0.00922155	0.0572958
1.600204	70.000000	7.567059	142.48241	0.00809528	0.0572958
1.580201	70.000000	5.7590656	146.58835	0.00769933	0.0572958
1.560199	70.000000	3.9700754	151.39584	0.00851822	0.0572958
1.540196	70.000000	2.2020764	159.08266	0.0126912	0.0572958
1.520194	70.000000	0.526398	206.34383	0.0487685	0.0572958
1.500191	70.000000	1.3277909	313.80194	0.019884	0.0572958
1.480189	70.000000	3.0202093	327.20337	0.00999262	0.0572958
1.460186	70.000000	4.7091045	332.9761	0.00796972	0.0572958
1.440184	70.000000	6.3080664	336.40103	0.0077235	0.0572958
1.420181	70.000000	7.8930445	339.39688	0.00825298	0.0572958
1.400179	70.000000	8.8910351	340.80716	0.00887491	0.0572958
1.380176	70.000000	10.236027	342.64941	0.0100196	0.0572958
1.360173	70.000000	10.563025	342.42044	0.0103253	0.0572958
1.340171	70.000000	11.316018	345.44659	0.011024	0.0572958
1.320168	70.000000	11.594014	347.11566	0.0112801	0.0572958
1.300166	70.000000	10.840014	349.32468	0.0105832	0.0572958
1.280163	70.000000	10.002013	351.85968	0.00980003	0.0572958
1.260161	70.000000	8.3850136	357.43784	0.00853406	0.0572958
1.240158	70.000000	7.6540141	3.1461527	0.00813508	0.0572958
1.220156	70.000000	6.1540236	9.9628725	0.00770717	0.0572958
1.200153	70.000000	5.1750488	18.153225	0.00779023	0.0572958
1.180150	70.000000	4.4600863	25.124943	0.00811343	0.0572958
1.160148	70.000000	3.7771468	32.204498	0.00873173	0.0572958
1.140145	70.000000	3.3462222	39.019009	0.00935234	0.0572958
1.120143	70.000000	2.5303161	41.081013	0.0113624	0.0572958
1.100140	70.000000	2.0473444	37.905106	0.0134878	0.0572958
1.080138	70.000000	1.5452361	25.530605	0.0172808	0.0572958
1.060135	70.000000	1.2300539	353.30316	0.0213518	0.0572958
1.040133	70.000000	1.3974657	326.16525	0.0189557	0.0572958
1.020130	70.000000	2.0996521	300.9985	0.013206	0.0572958
1.000128	70.000000	3.1893995	304.54187	0.00963909	0.0572958
